6093,1,5
6510,2,4
9053,2,5
1193,3,3
2040,3,5
271,4,5
2704,4,4
340,4,5
1723,4,5
10961,5,5
10891,6,4
9274,6,4
9629,6,5
10865,6,5
7208,9,2
8326,9,5
6465,9,4
8595,9,5
6857,9,3
7765,9,5
7538,9,4
6116,9,4
8607,9,5
7921,9,5
6520,9,3
8234,9,5
7839,9,4
7200,9,5
9039,9,4
6453,9,5
8334,9,4
7009,9,4
7208,9,5
11486,10,2
4554,11,4
3607,11,4
3494,12,5
4177,12,5
3380,12,4
7959,13,4
7238,14,5
7685,15,5
1817,16,5
6107,18,5
6107,18,5
5756,20,3
5756,20,3
5060,20,4
3180,20,4
4372,20,3
3792,21,5
314,23,5
5678,24,5
6470,25,4
8777,26,5
6687,27,5
4672,28,4
8765,30,3
11108,31,4
6357,32,5
6155,32,3
6442,32,5
8130,32,4
7217,34,5
8855,34,5
6663,34,4
8856,34,5
7660,34,4
7208,35,5
7765,35,4
7009,36,4
7981,37,4
3871,38,5
1294,39,4
2615,39,5
7985,42,4
2681,43,5
4571,44,3
871,45,3
1704,45,4
1106,46,3
3481,47,4
4637,47,4
5362,47,3
5175,47,2
4872,47,5
3635,47,1
5894,47,4
3161,48,3
3092,48,4
4261,48,4
4180,48,5
4032,48,4
2961,48,4
5069,48,5
3599,48,4
3292,48,4
3126,48,5
5921,48,5
4363,48,4
4356,48,5
4065,48,4
4308,48,5
3320,48,5
3628,48,4
7038,49,5
927,50,4
6427,52,5
5860,53,4
4510,54,4
1877,54,5
2322,55,5
8339,56,4
3782,57,1
4405,57,5
4459,57,5
613,58,4
2105,58,4
50,58,4
2641,58,5
4086,61,5
1021,63,4
2735,66,5
305,66,4
248,67,4
11043,68,4
9836,69,2
9984,69,4
9537,69,4
9936,69,4
10037,69,4
9537,69,4
10328,69,4
10432,69,3
9548,69,5
9548,69,5
9548,69,5
9654,69,5
10467,69,4
11002,69,4
10911,69,4
11029,69,3
10985,69,5
5814,71,3
3041,71,3
6256,72,4
6718,72,4
2205,73,5
6110,76,5
1245,77,1
271,78,5
3599,79,3
5162,79,5
3363,79,5
3328,79,5
3795,79,5
5162,79,5
5398,81,3
3056,81,5
2248,82,4
1985,82,4
1027,82,5
3047,83,5
3669,84,5
145,85,3
442,86,5
1754,88,5
9400,89,5
9707,89,5
10604,89,5
10687,89,5
10490,89,5
2891,90,3
6723,91,5
2734,92,4
2670,92,3
3160,93,5
185,94,5
5287,95,5
8644,96,4
8942,96,4
2272,97,5
6284,98,2
6284,99,5
7931,100,4
6334,102,2
6341,102,4
2548,103,5
5283,104,4
176,105,5
2633,106,4
54,107,5
54,108,5
54,109,5
54,110,5
54,111,4
3278,113,4
9366,114,4
6687,116,5
8678,116,4
4192,118,5
9937,119,4
6769,120,5
6847,120,3
6010,122,5
5926,122,5
5337,122,5
4451,122,4
4264,125,4
7227,127,5
3801,128,4
3742,129,4
7182,130,4
8438,130,5
9061,130,5
2101,132,4
1244,134,5
8300,136,5
8747,136,4
5927,137,5
3090,139,4
6081,140,3
4078,141,4
4311,142,4
4311,142,4
9681,143,3
10813,143,5
9562,143,4
10511,143,5
9903,143,4
10389,143,4
10071,143,5
9903,143,5
10653,143,5
10519,143,4
10468,143,4
11164,143,5
9834,143,4
9607,143,3
10356,143,5
11260,143,4
9650,143,5
10113,143,3
9599,143,4
10649,143,4
11192,143,5
9680,143,4
10689,143,5
9400,143,5
11473,143,5
10048,143,5
9927,143,4
11159,143,5
9646,143,5
10480,143,4
11430,143,4
11411,143,5
10048,144,5
1040,145,5
1381,146,4
384,146,5
1069,146,5
2375,146,5
1668,146,4
2002,146,5
2390,146,4
92,146,5
325,146,5
95,146,5
1796,146,5
1578,146,5
48,148,4
92,149,3
3758,150,4
93,152,5
1796,153,4
1073,159,4
1659,159,2
1077,159,4
1077,160,4
1815,161,4
10943,164,5
10290,165,5
5307,166,5
4650,166,5
9014,167,4
6505,167,4
7972,167,5
6592,167,4
8727,167,4
1838,167,5
3728,168,5
5030,168,4
5830,168,4
4879,168,4
5400,168,5
5851,168,4
8313,170,3
3673,171,4
5030,171,4
3070,171,4
3042,171,5
3800,171,5
4262,171,3
3587,171,4
4106,171,1
8117,171,5
3574,171,5
4193,171,5
4755,171,5
4094,171,4
4397,171,4
4944,171,4
3367,171,5
3728,171,5
3133,171,5
5656,171,5
4814,172,5
5467,172,5
4990,174,5
6889,175,4
4299,176,5
3312,176,5
3502,176,5
3392,176,5
3200,176,4
3551,176,5
3571,176,5
3464,176,4
2981,177,4
3551,177,4
10473,178,5
10392,179,5
6470,180,3
3560,181,4
11462,185,5
945,187,3
897,187,3
1222,187,5
63,187,4
1360,187,5
425,187,5
1730,187,5
7693,188,4
10348,189,5
10548,190,5
11115,190,4
9572,190,5
10219,190,5
10453,190,4
11491,190,3
9519,190,4
10232,190,5
10554,190,5
11010,190,3
9713,190,4
11216,190,3
10601,190,5
10455,190,3
9752,190,3
9451,190,4
11241,190,4
10405,190,5
11679,190,3
11197,191,5
10917,192,4
10364,193,3
11589,193,4
9954,193,4
5069,194,4
1403,196,5
4922,196,4
4267,196,1
5648,196,3
613,196,5
293,196,4
4665,196,4
6889,196,4
5157,196,5
2494,198,4
1738,198,4
4583,199,1
4271,200,5
4489,200,5
4295,200,5
4218,200,5
8031,201,3
4568,202,1
3400,202,5
3872,202,5
5967,202,5
3586,202,4
4668,202,5
3598,202,4
6885,202,4
4500,202,5
3222,202,4
3467,204,5
3156,205,4
5310,205,5
4308,205,5
3486,205,4
11182,205,5
3580,205,3
2941,205,4
4363,205,5
2982,205,5
3599,205,4
3163,205,4
4227,205,5
3673,205,4
2941,205,3
3175,205,5
3269,205,5
3104,205,4
4073,205,5
10767,206,5
6885,207,3
6885,208,3
3785,210,4
1152,211,4
9754,212,5
8955,213,5
8211,213,5
7870,213,5
6405,213,4
6582,214,5
8111,214,4
8085,214,5
6743,214,4
6470,216,4
8800,216,4
8831,217,3
6696,218,5
8211,219,2
8831,219,4
6919,220,5
8397,220,4
6696,220,5
7212,221,4
8078,222,5
8831,223,5
6696,224,5
6696,225,5
8397,225,5
8831,225,4
6098,226,5
7755,229,5
191,230,4
2243,231,3
5373,231,3
133,231,5
1784,231,4
845,232,3
5739,233,5
3297,235,4
3657,236,3
4318,236,5
4539,236,5
4330,236,4
3850,236,3
3116,236,3
5855,236,4
3321,237,5
3593,238,4
3365,239,3
4194,239,5
2956,239,5
4318,239,5
3103,239,4
5621,239,4
4057,239,4
3008,240,5
3372,240,4
5534,240,4
4629,242,3
3657,242,4
3639,242,4
5328,242,4
3348,242,5
3700,242,3
4659,242,5
4033,242,3
3850,242,3
3619,242,3
5246,242,5
5771,242,5
3754,243,4
3619,244,3
6243,245,5
6243,245,5
5259,246,3
5535,246,5
4513,246,4
2979,246,4
3070,246,4
3098,246,2
3593,246,5
4460,246,5
2992,246,5
5137,246,4
4097,246,4
4187,246,4
3832,246,4
5328,246,4
5847,246,3
3621,246,4
5026,246,5
3179,246,3
5045,246,3
5246,246,5
4220,246,3
3087,246,5
3309,246,2
5108,246,5
4165,246,4
3793,246,4
5908,246,5
4659,246,5
5160,246,5
3212,246,3
4092,246,3
7677,246,5
7677,246,5
3810,246,4
3774,246,5
5259,246,4
3774,246,4
3666,246,4
5905,246,4
3905,246,4
5007,246,3
5621,246,5
5434,246,4
3619,246,3
4638,246,4
3532,246,3
4203,246,4
4539,246,5
5232,246,4
52,246,4
4225,246,3
6865,246,2
4068,246,4
4287,246,5
4033,246,4
4287,246,5
5126,246,4
3348,246,5
3631,246,4
4880,246,4
5012,246,3
3417,246,4
3157,246,3
4527,246,5
451,246,3
5612,246,5
4629,246,4
4111,246,3
3582,246,5
3582,246,5
3201,246,3
3920,246,5
4347,246,5
5206,246,5
4213,246,4
3006,246,3
3753,246,5
5769,246,4
3157,246,5
3502,246,2
3769,246,4
4484,246,5
4269,246,5
3417,246,4
3501,246,5
3315,246,4
4486,246,4
3378,246,5
2994,246,4
3316,246,5
5859,246,4
3844,246,4
4194,246,5
5192,246,4
4163,246,5
4433,246,5
3351,246,3
3072,246,4
5063,246,4
3372,246,4
5902,246,4
4570,246,5
5328,247,4
3931,247,4
5294,247,3
3774,247,4
3720,247,4
3494,248,2
4309,249,5
1111,249,5
4410,249,5
4311,249,4
4269,249,5
4680,249,5
4410,249,5
4403,250,5
4995,250,5
3754,251,1
4761,252,4
3920,252,5
3768,253,5
3768,253,5
3248,253,4
5867,253,4
3212,253,5
5867,253,4
5007,253,4
3157,253,4
5181,253,3
3637,253,3
4570,253,4
4570,253,4
3212,253,5
3609,253,5
3165,253,4
3793,253,5
5410,253,5
4030,253,5
3899,253,4
407,253,4
4285,253,5
4659,253,5
3952,253,4
5859,253,4
5153,253,5
5232,253,4
5769,253,4
4432,253,5
4534,253,5
5137,253,4
3348,253,5
4527,253,4
4111,253,4
4111,253,4
4408,253,4
5485,253,3
5328,253,4
5908,253,5
3106,253,4
5041,253,5
2956,253,4
4168,253,5
4173,253,5
3070,253,3
5908,253,5
3941,253,4
5917,253,4
2999,253,5
4486,253,5
4347,253,5
5108,253,5
4403,253,3
5612,253,5
5908,253,5
3417,253,5
4433,253,5
3006,253,4
5837,253,4
4702,253,5
4168,253,5
3315,253,4
3619,253,3
4033,253,5
3990,253,5
4194,253,5
7677,253,3
3774,253,3
4369,253,4
3355,253,5
6012,253,4
4203,253,4
3810,253,4
3666,253,5
4460,253,5
4460,253,5
4284,253,5
4169,253,4
4460,253,1
5771,253,5
5864,253,5
3998,253,5
4629,253,5
6002,253,5
4611,254,4
6685,255,3
6397,255,5
592,256,4
3287,257,5
3053,258,5
3548,259,1
5055,260,5
4502,261,3
3751,262,4
5412,263,5
4850,263,4
5629,263,4
5702,263,4
5963,263,5
5541,263,4
5731,263,4
5995,263,4
5676,264,4
3207,264,5
4087,264,4
5877,264,3
3854,264,5
3999,265,4
3305,265,4
5317,265,5
141,266,4
10494,267,3
11540,270,5
10543,270,5
4996,271,3
5906,271,5
5508,271,5
7182,272,5
7150,273,4
8100,274,5
8426,274,4
6943,274,4
8438,274,5
7742,274,5
7740,274,2
7169,274,4
8688,275,5
8441,275,5
6534,276,5
9080,277,5
141,278,4
8665,281,5
7690,281,3
7549,281,5
2706,282,4
2628,283,4
2465,283,4
4767,283,5
1707,283,5
7565,284,5
4166,285,5
5729,288,5
5729,288,5
5141,288,5
3505,288,5
4274,288,5
4886,288,5
4289,288,5
3155,288,5
5293,288,4
2309,288,3
5495,288,4
4396,288,5
5868,288,4
5950,288,4
4047,288,4
5409,288,4
