WORK_SPACE_ID,NAME,ADDRESS,X_COORD,Y_COORD,URL,AREA_GROUP
0,시너지플레이스 스터디카페 서귀포동홍점,제주특별자치도 서귀포시 문부로11번길 16-1,126.5691344,33.2534589,http://place.map.kakao.com/300033948,제주도
1,더작심 제주서귀포점,제주특별자치도 서귀포시 천지로 54,126.5595264,33.25203763,http://place.map.kakao.com/560464299,제주도
2,그루스터디카페 서귀포혁신도시센터,제주특별자치도 서귀포시 김정문화로41번길 14-4,126.509835,33.25249006,http://place.map.kakao.com/717536841,제주도
3,플랜트스터디카페 서귀포서홍점,제주특별자치도 서귀포시 중앙로 164,126.5598382,33.25918956,http://place.map.kakao.com/1058909,제주도
4,스카이24스터디카페,제주특별자치도 서귀포시 중앙로 146,126.5605219,33.25769257,http://place.map.kakao.com/1655938868,제주도
5,집중소 제주1하임 스터디카페,제주특별자치도 서귀포시 동홍서로112번길 16-13,126.5713677,33.25761502,http://place.map.kakao.com/1497261692,제주도
6,한림스터디카페,제주특별자치도 제주시 한림읍 한림상로 196,126.2692593,33.41577258,http://place.map.kakao.com/1530839065,제주도
7,탑코딩플레이스공부방카페,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 12,126.2749929,33.27928267,http://place.map.kakao.com/1199027579,제주도
8,정스터디카페,제주특별자치도 서귀포시 동홍서로 97-1,126.5694917,33.25763378,http://place.map.kakao.com/75180675,제주도
9,더오름스터디카페,제주특별자치도 서귀포시 동홍남로 33,126.5718363,33.25703778,http://place.map.kakao.com/1691271779,제주도
10,꿈스터디카페,제주특별자치도 서귀포시 동홍서로112번길 1,126.5696787,33.25888679,http://place.map.kakao.com/1317432894,제주도
11,온스터디카페,제주특별자치도 서귀포시 대정읍 하모상가로 35-5,126.252669,33.22181349,http://place.map.kakao.com/1769235091,제주도
12,공유공간 이을,제주특별자치도 서귀포시 대정읍 에듀시티로50번길 6,126.2834861,33.29106814,http://place.map.kakao.com/169627023,제주도
13,세한당 스터디카페,제주특별자치도 서귀포시 중앙로 189,126.5578303,33.26089372,http://place.map.kakao.com/1757986255,제주도
14,아이엠그린,제주특별자치도 서귀포시 안덕면 화순리 2133,126.3301189,33.24854579,http://place.map.kakao.com/719301006,제주도
15,리게인37 스터디카페,제주특별자치도 서귀포시 대청로 37,126.5036824,33.25277221,http://place.map.kakao.com/424518313,제주도
16,의문당,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139,126.3207979,33.3021276,http://place.map.kakao.com/590044079,제주도
17,버블보바,제주특별자치도 서귀포시 대정읍 글로벌에듀로 382,126.2770163,33.28032409,http://place.map.kakao.com/1856782924,제주도
18,더해빗,제주특별자치도 서귀포시 대정읍 글로벌에듀로304번길 36,126.2831123,33.28622796,http://place.map.kakao.com/780175330,제주도
19,플랜에이스터디카페 제주노형뜨란채센터,제주특별자치도 제주시 달마루길 10-3,126.4746487,33.48940081,http://place.map.kakao.com/493408350,제주도
20,플랜에이스터디카페 제주노형센터,제주특별자치도 제주시 과원북4길 29,126.4855298,33.48132131,http://place.map.kakao.com/653356045,제주도
21,초심스터디카페 제주노형점,제주특별자치도 제주시 원노형로 82,126.4845652,33.48142189,http://place.map.kakao.com/578167032,제주도
22,에이클래스 스터디카페 외도점,제주특별자치도 제주시 절물3길 34,126.4332326,33.48960419,http://place.map.kakao.com/1047031098,제주도
23,시너지플레이스 스터디카페 제주한라대점,제주특별자치도 제주시 한라대학로 89-1,126.4800067,33.47651982,http://place.map.kakao.com/877842329,제주도
24,청담스터디카페 제주외도점,제주특별자치도 제주시 절물1길 39,126.4316997,33.48937177,http://place.map.kakao.com/717797420,제주도
25,플랜제로 스터디카페 연동점,제주특별자치도 제주시 연북로 82,126.490056,33.48153115,http://place.map.kakao.com/883298507,제주도
26,작심스터디카페 제주연동신광점,제주특별자치도 제주시 도령로11길 16,126.4869119,33.49215336,http://place.map.kakao.com/371639129,제주도
27,스터디카페247 연동점,제주특별자치도 제주시 과원북4길 61,126.4882332,33.48119546,http://place.map.kakao.com/1504034621,제주도
28,다다르다스터디카페 제주노형센터,제주특별자치도 제주시 수덕11길 45,126.4726046,33.48526554,http://place.map.kakao.com/942613669,제주도
29,다짐스터디카페 노형점,제주특별자치도 제주시 월광로 134,126.4728106,33.4908644,http://place.map.kakao.com/134233588,제주도
30,비지니스스터디센터 이룸,제주특별자치도 제주시 연북로 74,126.4891908,33.48155283,http://place.map.kakao.com/922532487,제주도
31,시너지플레이스스터디카페 노형아이파크점,제주특별자치도 제주시 노형8길 12,126.4782671,33.4838659,http://place.map.kakao.com/128356315,제주도
32,화이트펜슬스터디카페 제주노형점,제주특별자치도 제주시 남녕로 25,126.481549,33.48996812,http://place.map.kakao.com/1408497229,제주도
33,바짝스터디 제주외도센터,제주특별자치도 제주시 절물2길 34-3,126.4319858,33.48956061,http://place.map.kakao.com/2052695029,제주도
34,그루스터디카페 제주외도센터,제주특별자치도 제주시 우정로 71,126.4311327,33.48640475,http://place.map.kakao.com/1593007307,제주도
35,공부인스터디카페 제주연동센터,제주특별자치도 제주시 성신북길 8-5,126.4829975,33.49121025,http://place.map.kakao.com/763947340,제주도
36,미리내스터디카페,제주특별자치도 제주시 광평안길 9,126.467669,33.48422744,http://place.map.kakao.com/433912748,제주도
37,제주노형스터디카페센터,제주특별자치도 제주시 진군남4길 7-1,126.4807884,33.47606508,http://place.map.kakao.com/1623968937,제주도
38,작심스터디카페 더작심 노형해마루점,제주특별자치도 제주시 달마루길 18,126.4742947,33.48957602,http://place.map.kakao.com/179313672,제주도
39,시작스터디카페 제주노형점,제주특별자치도 제주시 1100로 3349,126.4792094,33.48480481,http://place.map.kakao.com/1812567283,제주도
40,데이스터디카페 제주외도센터,제주특별자치도 제주시 우정로 81,126.4310748,33.4853929,http://place.map.kakao.com/1592062051,제주도
41,게이트스터디카페 제주노형점,제주특별자치도 제주시 월랑로 50,126.4753302,33.48987252,http://place.map.kakao.com/1774750134,제주도
42,에이바우트커피 신라신성점,제주특별자치도 제주시 노연로 62,126.4867216,33.48574766,http://place.map.kakao.com/1800067564,제주도
43,바나나 오피스,제주특별자치도 제주시 원노형3길 4-9,126.4851162,33.48721601,http://place.map.kakao.com/1562579151,제주도
44,차차커피코 제주연동점,제주특별자치도 제주시 노연로 75,126.488217,33.48614333,http://place.map.kakao.com/1905275157,제주도
45,플랜에이스터디카페 제주아라센터,제주특별자치도 제주시 아란8길 5,126.545057,33.47332434,http://place.map.kakao.com/1003258874,제주도
46,르하임스터디카페 제주아라점,제주특별자치도 제주시 중앙로 558,126.5453256,33.47380858,http://place.map.kakao.com/2105309812,제주도
47,르하임스터디카페 제주시청점,제주특별자치도 제주시 중앙로 230-1,126.5298094,33.49900255,http://place.map.kakao.com/2103044908,제주도
48,시너지플레이스 제주법원점,제주특별자치도 제주시 중앙로 319-1,126.535991,33.49270749,http://place.map.kakao.com/893658224,제주도
49,그로우랩스터디카페 제주일도점,제주특별자치도 제주시 동광로 133,126.5407639,33.50807399,http://place.map.kakao.com/2089293522,제주도
50,케이독서실스터디카페,제주특별자치도 제주시 중앙로 376,126.5392316,33.48853618,http://place.map.kakao.com/1870077858,제주도
51,초심스터디카페 제주이도점,제주특별자치도 제주시 중앙로 291,126.5341323,33.49478139,http://place.map.kakao.com/863754743,제주도
52,퍼스트클래스,제주특별자치도 제주시 중앙로 206,126.5285743,33.50093358,http://place.map.kakao.com/1004913881,제주도
53,하우스터디 제주도남스터디카페,제주특별자치도 제주시 도남서길 2,126.524972,33.49253951,http://place.map.kakao.com/254104824,제주도
54,우드스터디카페,제주특별자치도 제주시 용문로17길 9,126.5085269,33.50770687,http://place.map.kakao.com/1355802674,제주도
55,노벨스터디카페 제주2호점,제주특별자치도 제주시 전농로 113,126.5251756,33.50452156,http://place.map.kakao.com/1191639474,제주도
56,그루스터디카페 제주일도센터,제주특별자치도 제주시 고마로19길 2,126.5419708,33.50452979,http://place.map.kakao.com/1608428575,제주도
57,셀독24스터디카페 제주삼화점,제주특별자치도 제주시 화삼북로 139,126.5879852,33.51725236,http://place.map.kakao.com/961296477,제주도
58,초심스터디카페 제주삼화점,제주특별자치도 제주시 건주로 27,126.5811403,33.51708875,http://place.map.kakao.com/342542945,제주도
59,그로우랩스터디카페 제주법원점,제주특별자치도 제주시 중앙로 326,126.5357114,33.49205729,http://place.map.kakao.com/1272615893,제주도
60,스페라레스터디카페,제주특별자치도 제주시 가령골길 47,126.539277,33.50311782,http://place.map.kakao.com/793063550,제주도
61,작심스터디카페 더작심 제주이도법원점,제주특별자치도 제주시 남광북1길 1,126.5343205,33.49459457,http://place.map.kakao.com/616106244,제주도
62,플랜비스터디카페 이도점,제주특별자치도 제주시 중앙로 351,126.5380199,33.49056928,http://place.map.kakao.com/292678268,제주도
63,그루스터디카페 제주이도점,제주특별자치도 제주시 구남로2길 54,126.5360144,33.485484,http://place.map.kakao.com/759156448,제주도
64,노벨스터디카페 제주본점,제주특별자치도 제주시 서문로 14,126.5131157,33.50950743,http://place.map.kakao.com/758038091,제주도
65,엘알마스터디카페 삼화점,제주특별자치도 제주시 화삼로 19,126.5751579,33.51443573,http://place.map.kakao.com/2035897026,제주도
66,시작스터디카페,제주특별자치도 제주시 고마로 113,126.5418118,33.50448592,http://place.map.kakao.com/1829183416,제주도
67,작심스터디카페,제주특별자치도 제주시 구남동1길 48,126.5414962,33.49329238,http://place.map.kakao.com/988283643,제주도
68,그루스터디카페 제주삼화지구센터,제주특별자치도 제주시 건주로3길 19,126.5814087,33.51676869,http://place.map.kakao.com/1593287032,제주도
69,청담스터디카페 제주아라점,제주특별자치도 제주시 중앙로 553,126.5458836,33.47386653,http://place.map.kakao.com/763826190,제주도
70,원클래스스터디카페,제주특별자치도 제주시 일주동로 194,126.5663363,33.51851552,http://place.map.kakao.com/185830234,제주도
71,블루스터디카페,제주특별자치도 제주시 천수로 68,126.5435052,33.50478159,http://place.map.kakao.com/488212051,제주도
72,탑스터디카페,제주특별자치도 제주시 화삼로1길 14,126.5752746,33.51478414,http://place.map.kakao.com/143146288,제주도
73,스카이독서실&스터디카페,제주특별자치도 제주시 서광로 209,126.5187962,33.50017562,http://place.map.kakao.com/9215231,제주도
74,카페가젠,제주특별자치도 제주시 연수로 19,126.5460332,33.50396051,http://place.map.kakao.com/124062168,제주도
75,에이바우트커피 칠성점,제주특별자치도 제주시 관덕로11길 36,126.525691,33.51617118,http://place.map.kakao.com/1602152285,제주도
76,에이바우트커피 삼화점,제주특별자치도 제주시 동화로 56,126.5727744,33.51540125,http://place.map.kakao.com/878012600,제주도
77,에이바우트커피 봉개점,제주특별자치도 제주시 번영로 510,126.595674,33.48941389,http://place.map.kakao.com/1320430781,제주도
78,엔제리너스 제주시청D/I점,제주특별자치도 제주시 중앙로 274-1,126.5325335,33.49552279,http://place.map.kakao.com/998177384,제주도
79,더로그,제주특별자치도 제주시 산천단동3길 26,126.558919,33.45015465,http://place.map.kakao.com/1308571099,제주도
80,다산독서실,제주특별자치도 제주시 독짓골4길 15,126.5308065,33.49131033,http://place.map.kakao.com/8843735,제주도
81,체리블라썸,제주특별자치도 제주시 일주동로 334,126.5806027,33.5209773,http://place.map.kakao.com/1899946078,제주도
82,바짝스터디카페 진도센터,전남 진도군 진도읍 옥주길 16-1,126.2638361,34.4838292,http://place.map.kakao.com/1582178820,전라도
83,스터디카페 스터디고 해남에듀탐점,전남 해남군 해남읍 구교3길 8-3,126.5926123,34.5773491,http://place.map.kakao.com/1277212134,전라도
84,어라운드스터디카페 해남점,전남 해남군 해남읍 군청길 1,126.5985664,34.5720882,http://place.map.kakao.com/1135458012,전라도
85,리게인스터디카페 목포북항점,전남 목포시 청호로 188,126.3724616,34.80732096,http://place.map.kakao.com/1621195229,전라도
86,비허밍스터디카페 목포북항점,전남 목포시 연산로 157,126.3799513,34.8106233,http://place.map.kakao.com/1875102034,전라도
87,플래너스터디카페,전남 목포시 원산중앙로 28,126.3756383,34.80807644,http://place.map.kakao.com/937743383,전라도
88,리게인스터디카페 목포북항2호점,전남 목포시 청호로 196,126.3719597,34.80778349,http://place.map.kakao.com/813368683,전라도
89,큰별스터디카페,전남 목포시 청호로219번길 30,126.3675211,34.80742879,http://place.map.kakao.com/52781044,전라도
90,플랜에이스터디카페 무안남악센터,전남 무안군 삼향읍 남악2로74번가길 4-5,126.4585042,34.81336257,http://place.map.kakao.com/1902440408,전라도
91,비허밍스터디카페 목포하당점,전남 목포시 번영로 45,126.4278031,34.80298943,http://place.map.kakao.com/823548900,전라도
